WHO_code,WHO_label,PCU_code,PCU_label,THCC_distance,PCU_distance,specific,values 
D57.0,Sickle-cell anaemia with crisis,D57.0,Sickle-cell anaemia with crisis,0,0,0,Sickle-cell anaemia with crisis
D57.1,Sickle-cell anaemia without crisis,D57.1,Sickle-cell anaemia  without crisis,1,1,0,Sickle-cell anaemia 
D57.1,Sickle-cell anaemia without crisis,D57.1,Sickle-cell anaemia  without crisis,1,1,1, 
D57.1,Sickle-cell anaemia without crisis,D57.1,Sickle-cell anaemia  without crisis,1,1,0,without crisis
D57.2,Double heterozygous sickling disorders,D57.2,Double heterozygous sickling disorders,0,0,0,Double heterozygous sickling disorders
D57.3,Sickle-cell trait,D57.3,Sickle-cell trait,0,0,0,Sickle-cell trait
D57.8,Other sickle-cell disorders,D57.8,Other sickle-cell disorders,0,0,0,Other sickle-cell disorders
D58.0,Hereditary spherocytosis,D58.0,Hereditary spherocytosis,0,0,0,Hereditary spherocytosis
D58.1,Hereditary elliptocytosis,D58.1,Hereditary elliptocytosis,0,0,0,Hereditary elliptocytosis
D58.2,Other haemoglobinopathies,D58.2,Other haemoglobinopathies,0,0,0,Other haemoglobinopathies
D58.8,Other specified hereditary haemolytic anaemias,D58.8,Other specified hereditary haemolytic anaemias,0,0,0,Other specified hereditary haemolytic anaemias
D58.9,"Hereditary haemolytic anaemia, unspecified",D58.9,Hereditary haemolytic anaemia unspecified,0,1,0,Hereditary haemolytic anaemia
D58.9,"Hereditary haemolytic anaemia, unspecified",D58.9,Hereditary haemolytic anaemia unspecified,0,1,-1,","
D58.9,"Hereditary haemolytic anaemia, unspecified",D58.9,Hereditary haemolytic anaemia unspecified,0,1,0, unspecified
D59.0,Drug-induced autoimmune haemolytic anaemia,D59.0,Drug-induced autoimmune haemolytic anaemia,0,0,0,Drug-induced autoimmune haemolytic anaemia
D59.1,Other autoimmune haemolytic anaemias,D59.1,Other  autoimmune haemolytic anaemias,1,1,0,Other 
D59.1,Other autoimmune haemolytic anaemias,D59.1,Other  autoimmune haemolytic anaemias,1,1,1, 
D59.1,Other autoimmune haemolytic anaemias,D59.1,Other  autoimmune haemolytic anaemias,1,1,0,autoimmune haemolytic anaemias
D59.2,Drug-induced nonautoimmune haemolytic anaemia,D59.2,Drug-induced nonautoimmune haemolytic anaemia,0,0,0,Drug-induced nonautoimmune haemolytic anaemia
D59.3,Haemolytic-uraemic syndrome,D59.3,Haemolytic-uraemic syndrome,0,0,0,Haemolytic-uraemic syndrome
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,Paraxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],0,1,0,Par
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,Paraxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],0,1,-1,o
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,Paraxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],0,1,1,a
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,Paraxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],0,1,0,xysmal nocturnal haemoglobinuria [Marchiafava-Micheli]
D59.6,Haemoglobinuria due to haemolysis from other external causes,D59.6,Haemoglobinuria due to haemolysis from other external causes,0,0,0,Haemoglobinuria due to haemolysis from other external causes
D59.8,Other acquired haemolytic anaemias,D59.8,Other acquired haemolytic anaemias,0,0,0,Other acquired haemolytic anaemias
D59.9,"Acquired haemolytic anaemia, unspecified",D59.9,Acquired haemolytic anaemia unspecified,0,1,0,Acquired haemolytic anaemia
D59.9,"Acquired haemolytic anaemia, unspecified",D59.9,Acquired haemolytic anaemia unspecified,0,1,-1,","
D59.9,"Acquired haemolytic anaemia, unspecified",D59.9,Acquired haemolytic anaemia unspecified,0,1,0, unspecified
D60.0,Chronic acquired pure red cell aplasia,D60.0,Chronic acquired  pure red cell aplasia,1,1,0,Chronic acquired 
D60.0,Chronic acquired pure red cell aplasia,D60.0,Chronic acquired  pure red cell aplasia,1,1,1, 
D60.0,Chronic acquired pure red cell aplasia,D60.0,Chronic acquired  pure red cell aplasia,1,1,0,pure red cell aplasia
D60.1,Transient acquired pure red cell aplasia,D60.1,Transient acquired  pure red cell aplasia,1,1,0,Transient acquired 
D60.1,Transient acquired pure red cell aplasia,D60.1,Transient acquired  pure red cell aplasia,1,1,1, 
D60.1,Transient acquired pure red cell aplasia,D60.1,Transient acquired  pure red cell aplasia,1,1,0,pure red cell aplasia
D60.8,Other acquired pure red cell aplasias,D60.8,Other acquired  pure red cell aplasia,1,2,0,Other acquired 
D60.8,Other acquired pure red cell aplasias,D60.8,Other acquired  pure red cell aplasia,1,2,1, 
D60.8,Other acquired pure red cell aplasias,D60.8,Other acquired  pure red cell aplasia,1,2,0,pure red cell aplasia
D60.8,Other acquired pure red cell aplasias,D60.8,Other acquired  pure red cell aplasia,1,2,-1,s
D60.9,"Acquired pure red cell aplasia, unspecified",D60.9,Acquired  pure red cell aplasia unspecified,1,2,0,Acquired 
D60.9,"Acquired pure red cell aplasia, unspecified",D60.9,Acquired  pure red cell aplasia unspecified,1,2,1, 
D60.9,"Acquired pure red cell aplasia, unspecified",D60.9,Acquired  pure red cell aplasia unspecified,1,2,0,pure red cell aplasia
D60.9,"Acquired pure red cell aplasia, unspecified",D60.9,Acquired  pure red cell aplasia unspecified,1,2,-1,","
D60.9,"Acquired pure red cell aplasia, unspecified",D60.9,Acquired  pure red cell aplasia unspecified,1,2,0, unspecified
D61.0,Constitutional aplastic anaemia,D61.0,Constitutional aplastic anaemia,0,0,0,Constitutional aplastic anaemia
D61.1,Drug-induced aplastic anaemia,D61.1,Drug-induced aplastic anaemia,0,0,0,Drug-induced aplastic anaemia
D61.2,Aplastic anaemia due to other external agents,D61.2,Aplastic anaemia due to other external agents,0,0,0,Aplastic anaemia due to other external agents
D61.3,Idiopathic aplastic anaemia,D61.3,Idiopathic aplastic anaemia,0,0,0,Idiopathic aplastic anaemia
D61.8,Other specified aplastic anaemias,D61.8,Other specified aplastic anaemias,0,0,0,Other specified aplastic anaemias
D61.9,"Aplastic anaemia, unspecified",D61.9,Aplastic anaemia unspecified,0,1,0,Aplastic anaemia
D61.9,"Aplastic anaemia, unspecified",D61.9,Aplastic anaemia unspecified,0,1,-1,","
D61.9,"Aplastic anaemia, unspecified",D61.9,Aplastic anaemia unspecified,0,1,0, unspecified
D64.0,Hereditary sideroblastic anaemia,D64.0,Hereditary sideroblastic anaemia,0,0,0,Hereditary sideroblastic anaemia
D64.1,Secondary sideroblastic anaemia due to disease,D64.1,Secondary sideroblastic anaemia due to disease,0,0,0,Secondary sideroblastic anaemia due to disease
D64.2,Secondary sideroblastic anaemia due to drugs and toxins,D64.2,Secondary sideroblastic anaemia due to drugs and toxins,0,0,0,Secondary sideroblastic anaemia due to drugs and toxins
D64.3,Other sideroblastic anaemias,D64.3,Other sideroblastic anaemia,0,1,0,Other sideroblastic anaemia
D64.3,Other sideroblastic anaemias,D64.3,Other sideroblastic anaemia,0,1,-1,s
D64.4,Congenital dyserythropoietic anaemia,D64.4,Congenital dyserythropoietic anaemia,0,0,0,Congenital dyserythropoietic anaemia
D64.8,Other specified anaemias,D64.8,Other specified anaemias,0,0,0,Other specified anaemias
D64.9,"Anaemia, unspecified",D64.9,Anaemia unspecified,0,1,0,Anaemia
D64.9,"Anaemia, unspecified",D64.9,Anaemia unspecified,0,1,-1,","
D64.9,"Anaemia, unspecified",D64.9,Anaemia unspecified,0,1,0, unspecified
D68.0,Von Willebrand disease,D68.0,Von Willebrand's disease,2,2,0,Von Willebrand
D68.0,Von Willebrand disease,D68.0,Von Willebrand's disease,2,2,1,'s
D68.0,Von Willebrand disease,D68.0,Von Willebrand's disease,2,2,0, disease
D68.1,Hereditary factor XI deficiency,D68.1,Hereditary factor XI deficiency,0,0,0,Hereditary factor XI deficiency
D68.2,Hereditary deficiency of other clotting factors,D68.2,Hereditary deficiency of other clotting factors,0,0,0,Hereditary deficiency of other clotting factors
D68.3,Haemorrhagic disorder due to circulating anticoagulants,D68.3,Haemorrhagic disorder due to circulating anticoagulants,0,0,0,Haemorrhagic disorder due to circulating anticoagulants
D68.4,Acquired coagulation factor deficiency,D68.4,Acqired coagulation factory deficiency,0,2,0,Acq
D68.4,Acquired coagulation factor deficiency,D68.4,Acqired coagulation factory deficiency,0,2,-1,u
D68.4,Acquired coagulation factor deficiency,D68.4,Acqired coagulation factory deficiency,0,2,0,ired coagulation factor
D68.4,Acquired coagulation factor deficiency,D68.4,Acqired coagulation factory deficiency,0,2,1,y
D68.4,Acquired coagulation factor deficiency,D68.4,Acqired coagulation factory deficiency,0,2,0, deficiency
D68.8,Other specified coagulation defects,D68.8,Other specified coagulation defects,0,0,0,Other specified coagulation defects
D68.9,"Coagulation defect, unspecified",D68.9,Coagulation defect unspecified,1,1,0,Coagulation defect
D68.9,"Coagulation defect, unspecified",D68.9,Coagulation defect unspecified,1,1,-1,","
D68.9,"Coagulation defect, unspecified",D68.9,Coagulation defect unspecified,1,1,0, unspecified
D69.0,Allergic purpura,D69.0,Allergic purpura,0,0,0,Allergic purpura
D69.1,Qualitative platelet defects,D69.1,Qualitative platelet defects,0,0,0,Qualitative platelet defects
D69.2,Other nonthrombocytopenic purpura,D69.2,Other nonthrombocytopenic purpura,0,0,0,Other nonthrombocytopenic purpura
D69.3,Idiopathic thrombocytopenic purpura,D69.3,Idiopathic thrombocytopenic purpura,0,0,0,Idiopathic thrombocytopenic purpura
D69.4,Other primary thrombocytopenia,D69.4,Other primary thrombocytopenic,0,1,0,Other primary thrombocytopeni
D69.4,Other primary thrombocytopenia,D69.4,Other primary thrombocytopenic,0,1,-1,a
D69.4,Other primary thrombocytopenia,D69.4,Other primary thrombocytopenic,0,1,1,c
D69.5,Secondary thrombocytopenia,D69.5,Secondary thrombocytopenia,0,0,0,Secondary thrombocytopenia
D69.6,"Thrombocytopenia, unspecified",D69.6,Thrombocytopenia unspecified,0,1,0,Thrombocytopenia
D69.6,"Thrombocytopenia, unspecified",D69.6,Thrombocytopenia unspecified,0,1,-1,","
D69.6,"Thrombocytopenia, unspecified",D69.6,Thrombocytopenia unspecified,0,1,0, unspecified
D69.8,Other specified haemorrhagic conditions,D69.8,Other specified haemorrhagic conditions,0,0,0,Other specified haemorrhagic conditions
D69.9,"Haemorrhagic condition, unspecified",D69.9,Haemorrhagic condition unspecified,0,1,0,Haemorrhagic condition
D69.9,"Haemorrhagic condition, unspecified",D69.9,Haemorrhagic condition unspecified,0,1,-1,","
D69.9,"Haemorrhagic condition, unspecified",D69.9,Haemorrhagic condition unspecified,0,1,0, unspecified
D72.0,Genetic anomalies of leukocytes,D72.0,Genetic anomalies of leukocytes,0,0,0,Genetic anomalies of leukocytes
D72.1,Eosinophilia,D72.1,Eosinophilia,0,0,0,Eosinophilia
D72.8,Other specified disorders of white blood cells,D72.8,Other specified disorders of white blood cells,0,0,0,Other specified disorders of white blood cells
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,0,Disorder of w
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,1,i
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,0,hite blood cells
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,-1,","
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,0, unspe
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,-1,c
D72.9,"Disorder of white blood cells, unspecified",D72.9,Disorder of wihite blood cells unspeified,0,3,0,ified
D73.0,Hyposplenism,D73.0,Hyposplenism,0,0,0,Hyposplenism
D73.1,Hypersplenism,D73.1,Hypersplenism,0,0,0,Hypersplenism
D73.2,Chronic congestive splenomegaly,D73.2,Chronic congestive splenomegaly,0,0,0,Chronic congestive splenomegaly
D73.3,Abscess of spleen,D73.3,Abscess of spleen,0,0,0,Abscess of spleen
D73.4,Cyst of spleen,D73.4,Cyst of spleen,0,0,0,Cyst of spleen
D73.5,Infarction of spleen,D73.5,Infarction of spleen,0,0,0,Infarction of spleen
D73.8,Other diseases of spleen,D73.8,Other diseases of spleen,0,0,0,Other diseases of spleen
D73.9,"Disease of spleen, unspecified",D73.9,Diseases of spleen unspecified,1,2,0,Disease
D73.9,"Disease of spleen, unspecified",D73.9,Diseases of spleen unspecified,1,2,1,s
D73.9,"Disease of spleen, unspecified",D73.9,Diseases of spleen unspecified,1,2,0, of spleen
D73.9,"Disease of spleen, unspecified",D73.9,Diseases of spleen unspecified,1,2,-1,","
D73.9,"Disease of spleen, unspecified",D73.9,Diseases of spleen unspecified,1,2,0, unspecified
D74.0,Congenital methaemoglobinaemia,D74.0,Congenitla methaemoglobinaemia,0,2,0,Congenit
D74.0,Congenital methaemoglobinaemia,D74.0,Congenitla methaemoglobinaemia,0,2,-1,a
D74.0,Congenital methaemoglobinaemia,D74.0,Congenitla methaemoglobinaemia,0,2,0,l
D74.0,Congenital methaemoglobinaemia,D74.0,Congenitla methaemoglobinaemia,0,2,1,a
D74.0,Congenital methaemoglobinaemia,D74.0,Congenitla methaemoglobinaemia,0,2,0, methaemoglobinaemia
D74.8,Other methaemoglobinaemias,D74.8,Other methaemoglobinaemias,0,0,0,Other methaemoglobinaemias
D74.9,"Methaemoglobinaemia, unspecified",D74.9,Methaemoglobinaemia unspecified,0,1,0,Methaemoglobinaemia
D74.9,"Methaemoglobinaemia, unspecified",D74.9,Methaemoglobinaemia unspecified,0,1,-1,","
D74.9,"Methaemoglobinaemia, unspecified",D74.9,Methaemoglobinaemia unspecified,0,1,0, unspecified
D75.0,Familial erythrocytosis,D75.0,Familial erythrocytosis,0,0,0,Familial erythrocytosis
D75.1,Secondary polycythaemia,D75.1,Secondary polycythaemia,0,0,0,Secondary polycythaemia
D75.8,Other specified diseases of blood and blood-forming organs,D75.8,Other specified diseases of blood and blood-forming organs,0,0,0,Other specified diseases of blood and blood-forming organs
D75.9,"Disease of blood and blood-forming organs, unspecified",D75.9,Disease of blood and blood-forming organs unspecified,0,1,0,Disease of blood and blood-forming organs
D75.9,"Disease of blood and blood-forming organs, unspecified",D75.9,Disease of blood and blood-forming organs unspecified,0,1,-1,","
D75.9,"Disease of blood and blood-forming organs, unspecified",D75.9,Disease of blood and blood-forming organs unspecified,0,1,0, unspecified
D76.1,Haemophagocytic lymphohistiocytosis,D76.1,Haemophagocytic lymphohistiocytosis,0,0,0,Haemophagocytic lymphohistiocytosis
D76.2,"Haemophagocytic syndrome, infection-associated",D76.2,Haemophagocytic syndrome infection-associated,0,1,0,Haemophagocytic syndrome
D76.2,"Haemophagocytic syndrome, infection-associated",D76.2,Haemophagocytic syndrome infection-associated,0,1,-1,","
D76.2,"Haemophagocytic syndrome, infection-associated",D76.2,Haemophagocytic syndrome infection-associated,0,1,0, infection-associated
D76.3,Other histiocytosis syndromes,D76.3,Other histiocytosis syndromes,0,0,0,Other histiocytosis syndromes
D80.0,Hereditary hypogammaglobulinaemia,D80.0,Hereditary hypogammaglobulinaemia,0,0,0,Hereditary hypogammaglobulinaemia
D80.1,Nonfamilial hypogammaglobulinaemia,D80.1,Nonfamilial hypogammaglobulinaemia,0,0,0,Nonfamilial hypogammaglobulinaemia
D80.2,Selective deficiency of immunoglobulin A [IgA],D80.2,Selective deficiency of immunoglobulin A [IgA],0,0,0,Selective deficiency of immunoglobulin A [IgA]
D80.3,Selective deficiency of immunoglobulin G [IgG] subclasses,D80.3,Selective deficiency of immunoglobulin G [IgG] subclasses,0,0,0,Selective deficiency of immunoglobulin G [IgG] subclasses
D80.4,Selective deficiency of immunoglobulin M [IgM],D80.4,Selective deficiency of immunoglobulin M [IgM],0,0,0,Selective deficiency of immunoglobulin M [IgM]
D80.5,Immunodeficiency with increased immunoglobulin M [IgM],D80.5,Immunodeficiency with increased immunoglobulin M [IgM],0,0,0,Immunodeficiency with increased immunoglobulin M [IgM]
D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmoglobulinaemia,0,2,0,Antibody deficiency with near-normal immunoglobulins or with hyperimm
D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmoglobulinaemia,0,2,-1,un
D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmoglobulinaemia,0,2,0,oglobulinaemia
D80.7,Transient hypogammaglobulinaemia of infancy,D80.7,Transient hypogammaglobulinaemia of infancy,0,0,0,Transient hypogammaglobulinaemia of infancy
D80.8,Other immunodeficiencies with predominantly antibody defects,D80.8,Other immunodeficiencies with predominantly antibody defects,0,0,0,Other immunodeficiencies with predominantly antibody defects
D80.9,"Immunodeficiency with predominantly antibody defects, unspecified",D80.9,Immunodeficiency with predominantly antibody defects unspecified,0,1,0,Immunodeficiency with predominantly antibody defects
D80.9,"Immunodeficiency with predominantly antibody defects, unspecified",D80.9,Immunodeficiency with predominantly antibody defects unspecified,0,1,-1,","
D80.9,"Immunodeficiency with predominantly antibody defects, unspecified",D80.9,Immunodeficiency with predominantly antibody defects unspecified,0,1,0, unspecified
D81.0,Severe combined immunodeficiency [SCID] with reticular dysgenesis,D81.0,Sever combined immunodeficiency [SCID] with reticular dysgenesis,0,1,0,Sever
D81.0,Severe combined immunodeficiency [SCID] with reticular dysgenesis,D81.0,Sever combined immunodeficiency [SCID] with reticular dysgenesis,0,1,-1,e
D81.0,Severe combined immunodeficiency [SCID] with reticular dysgenesis,D81.0,Sever combined immunodeficiency [SCID] with reticular dysgenesis,0,1,0, combined immunodeficiency [SCID] with reticular dysgenesis
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81.1,Sever combined immunodeficiency [SCID] with low T-and B-cell numbers,1,2,0,Sever
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81.1,Sever combined immunodeficiency [SCID] with low T-and B-cell numbers,1,2,-1,e
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81.1,Sever combined immunodeficiency [SCID] with low T-and B-cell numbers,1,2,0, combined immunodeficiency [SCID] with low T-
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81.1,Sever combined immunodeficiency [SCID] with low T-and B-cell numbers,1,2,-1, 
D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81.1,Sever combined immunodeficiency [SCID] with low T-and B-cell numbers,1,2,0,and B-cell numbers
D81.2,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,Sever combined immunodeficiency [SCID] with low or normal B-cell numbers,0,1,0,Sever
D81.2,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,Sever combined immunodeficiency [SCID] with low or normal B-cell numbers,0,1,-1,e
D81.2,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,Sever combined immunodeficiency [SCID] with low or normal B-cell numbers,0,1,0, combined immunodeficiency [SCID] with low or normal B-cell numbers
D81.3,Adenosine deaminase [ADA] deficiency,D81.3,Adenosine deaminase [ADA] deficiency,0,0,0,Adenosine deaminase [ADA] deficiency
D81.4,Nezelof syndrome,D81.4,Nezelof's syndrome,2,2,0,Nezelof
D81.4,Nezelof syndrome,D81.4,Nezelof's syndrome,2,2,1,'s
D81.4,Nezelof syndrome,D81.4,Nezelof's syndrome,2,2,0, syndrome
D81.5,Purine nucleoside phosphorylase [PNP] deficiency,D81.5,Purine nucleoside phosphorylase [PNP] deficiency,0,0,0,Purine nucleoside phosphorylase [PNP] deficiency
D81.6,Major histocompatibility complex class I deficiency,D81.6,Major histocompatibility complex class I deficiency,0,0,0,Major histocompatibility complex class I deficiency
D81.7,Major histocompatibility complex class II deficiency,D81.7,Major histocompatibility complex class II deficiency,0,0,0,Major histocompatibility complex class II deficiency
D81.8,Other combined immunodeficiencies,D81.8,Other combined immunodeficiencies,0,0,0,Other combined immunodeficiencies
D81.9,"Combined immunodeficiency, unspecified",D81.9,Combined immunodeficiency unspecified,0,1,0,Combined immunodeficiency
D81.9,"Combined immunodeficiency, unspecified",D81.9,Combined immunodeficiency unspecified,0,1,-1,","
D81.9,"Combined immunodeficiency, unspecified",D81.9,Combined immunodeficiency unspecified,0,1,0, unspecified
D82.0,Wiskott-Aldrich syndrome,D82.0,Wiskott-AIdrich syndrome,1,1,0,Wiskott-A
D82.0,Wiskott-Aldrich syndrome,D82.0,Wiskott-AIdrich syndrome,1,1,-1,l
D82.0,Wiskott-Aldrich syndrome,D82.0,Wiskott-AIdrich syndrome,1,1,1,I
D82.0,Wiskott-Aldrich syndrome,D82.0,Wiskott-AIdrich syndrome,1,1,0,drich syndrome
D82.1,Di George syndrome,D82.1,Di George's syndrome,2,2,0,Di George
D82.1,Di George syndrome,D82.1,Di George's syndrome,2,2,1,'s
D82.1,Di George syndrome,D82.1,Di George's syndrome,2,2,0, syndrome
D82.2,Immunodeficiency with short-limbed stature,D82.2,Immunodeficiency with short-limbed stature,0,0,0,Immunodeficiency with short-limbed stature
D82.3,Immunodeficiency following hereditary defective response to Epstein-Barr virus,D82.3,Immunodeficiency following hereditary defective response to Epstein-Barr virus,0,0,0,Immunodeficiency following hereditary defective response to Epstein-Barr virus
D82.4,Hyperimmunoglobulin E [IgE] syndrome,D82.4,Hyperimmunoglobulin E [lgE] syndrome,1,1,0,Hyperimmunoglobulin E [
D82.4,Hyperimmunoglobulin E [IgE] syndrome,D82.4,Hyperimmunoglobulin E [lgE] syndrome,1,1,-1,I
D82.4,Hyperimmunoglobulin E [IgE] syndrome,D82.4,Hyperimmunoglobulin E [lgE] syndrome,1,1,1,l
D82.4,Hyperimmunoglobulin E [IgE] syndrome,D82.4,Hyperimmunoglobulin E [lgE] syndrome,1,1,0,gE] syndrome
D82.8,Immunodeficiency associated with other specified major defects,D82.8,Immunodeficiency associated with other specified major defects,0,0,0,Immunodeficiency associated with other specified major defects
D82.9,"Immunodeficiency associated with major defect, unspecified",D82.9,Immunodeficiency associated with major defect unspecified,1,1,0,Immunodeficiency associated with major defect
D82.9,"Immunodeficiency associated with major defect, unspecified",D82.9,Immunodeficiency associated with major defect unspecified,1,1,-1,","
D82.9,"Immunodeficiency associated with major defect, unspecified",D82.9,Immunodeficiency associated with major defect unspecified,1,1,0, unspecified
D83.0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,D83.0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,0,0,0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function
D83.1,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,D83.1,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,0,0,0,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders
D83.2,Common variable immunodeficiency with autoantibodies to B- or T-cells,D83.2,Common variable immunodeficiency with autoantibodies to B- or T- cells,1,1,0,Common variable immunodeficiency with autoantibodies to B- or T-
D83.2,Common variable immunodeficiency with autoantibodies to B- or T-cells,D83.2,Common variable immunodeficiency with autoantibodies to B- or T- cells,1,1,1, 
D83.2,Common variable immunodeficiency with autoantibodies to B- or T-cells,D83.2,Common variable immunodeficiency with autoantibodies to B- or T- cells,1,1,0,cells
D83.8,Other common variable immunodeficiencies,D83.8,Other common variable immunodeficiencies,0,0,0,Other common variable immunodeficiencies
D83.9,"Common variable immunodeficiency, unspecified",D83.9,Common variable immuno deficiency unspecified,0,2,0,Common variable immuno
D83.9,"Common variable immunodeficiency, unspecified",D83.9,Common variable immuno deficiency unspecified,0,2,1, 
D83.9,"Common variable immunodeficiency, unspecified",D83.9,Common variable immuno deficiency unspecified,0,2,0,deficiency
D83.9,"Common variable immunodeficiency, unspecified",D83.9,Common variable immuno deficiency unspecified,0,2,-1,","
D83.9,"Common variable immunodeficiency, unspecified",D83.9,Common variable immuno deficiency unspecified,0,2,0, unspecified
D84.0,Lymphocyte function antigen-1 [LFA-1] defect,D84.0,Lymphocyte function antigen-1 [LFA-1] defect,0,0,0,Lymphocyte function antigen-1 [LFA-1] defect
D84.1,Defects in the complement system,D84.1,Defects in the complement system,0,0,0,Defects in the complement system
D84.8,Other specified immunodeficiencies,D84.8,Other specified immunodeficiencies,0,0,0,Other specified immunodeficiencies
D84.9,"Immunodeficiency, unspecified",D84.9,Immunodeficiency unspecified,0,1,0,Immunodeficiency
D84.9,"Immunodeficiency, unspecified",D84.9,Immunodeficiency unspecified,0,1,-1,","
D84.9,"Immunodeficiency, unspecified",D84.9,Immunodeficiency unspecified,0,1,0, unspecified
D86.0,Sarcoidosis of lung,D86.0,Sarcoidosis of lung,0,0,0,Sarcoidosis of lung
D86.1,Sarcoidosis of lymph nodes,D86.1,Sarcoidosis of lymph nodes,0,0,0,Sarcoidosis of lymph nodes
D86.2,Sarcoidosis of lung with sarcoidosis of lymph nodes,D86.2,Sarcoidosis of lung with sarcoidosis of lymph nodes,0,0,0,Sarcoidosis of lung with sarcoidosis of lymph nodes
D86.3,Sarcoidosis of skin,D86.3,Sarcoidosis of skin,0,0,0,Sarcoidosis of skin
D86.8,Sarcoidosis of other and combined sites,D86.8,Sarcoidosis of other and combined sites,0,0,0,Sarcoidosis of other and combined sites
D86.9,"Sarcoidosis, unspecified",D86.9,Sarcoidosis unspecified,0,1,0,Sarcoidosis
D86.9,"Sarcoidosis, unspecified",D86.9,Sarcoidosis unspecified,0,1,-1,","
D86.9,"Sarcoidosis, unspecified",D86.9,Sarcoidosis unspecified,0,1,0, unspecified
D89.0,Polyclonal hypergammaglobulinaemia,D89.0,Polyclonal hypergammaglobulinaemia,0,0,0,Polyclonal hypergammaglobulinaemia
D89.1,Cryoglobulinaemia,D89.1,Cryoglobulinaemia,0,0,0,Cryoglobulinaemia
D89.2,"Hypergammaglobulinaemia, unspecified",D89.2,Hypergammaglobulinaemiam unspecified,0,1,0,Hypergammaglobulinaemia
D89.2,"Hypergammaglobulinaemia, unspecified",D89.2,Hypergammaglobulinaemiam unspecified,0,1,-1,","
D89.2,"Hypergammaglobulinaemia, unspecified",D89.2,Hypergammaglobulinaemiam unspecified,0,1,1,m
D89.2,"Hypergammaglobulinaemia, unspecified",D89.2,Hypergammaglobulinaemiam unspecified,0,1,0, unspecified
D89.8,"Other specified disorders involving the immune mechanism, not elsewhere classified",D89.8,Other specified disorders involving the immune mechanism not elsewhere classified,0,1,0,Other specified disorders involving the immune mechanism
D89.8,"Other specified disorders involving the immune mechanism, not elsewhere classified",D89.8,Other specified disorders involving the immune mechanism not elsewhere classified,0,1,-1,","
D89.8,"Other specified disorders involving the immune mechanism, not elsewhere classified",D89.8,Other specified disorders involving the immune mechanism not elsewhere classified,0,1,0, not elsewhere classified
D89.9,"Disorder involving the immune mechanism, unspecified",D89.9,Disorder involving the immune mechanism unspecified,1,1,0,Disorder involving the immune mechanism
D89.9,"Disorder involving the immune mechanism, unspecified",D89.9,Disorder involving the immune mechanism unspecified,1,1,-1,","
D89.9,"Disorder involving the immune mechanism, unspecified",D89.9,Disorder involving the immune mechanism unspecified,1,1,0, unspecified
E00.0,"Congenital iodine-deficiency syndrome, neurological type",E00.0,Congenital iodine-deficiency syndrome neurolgical type,0,2,0,Congenital iodine-deficiency syndrome
E00.0,"Congenital iodine-deficiency syndrome, neurological type",E00.0,Congenital iodine-deficiency syndrome neurolgical type,0,2,-1,","
E00.0,"Congenital iodine-deficiency syndrome, neurological type",E00.0,Congenital iodine-deficiency syndrome neurolgical type,0,2,0, neurol
