code,label,description,distance,specific,values
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode mainc witht psychotic symptoms",3,0,i
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode mainc witht psychotic symptoms",3,1,n
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode mainc witht psychotic symptoms",3,0,c with
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode mainc witht psychotic symptoms",3,1,t
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms","Bipolar affective disorder, current episode mainc witht psychotic symptoms",3,0, psychotic symptoms
F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","Bipolar affective disorder, current episode  severe depression without psychotic symptoms",1,0,"Bipolar affective disorder, current episode "
F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","Bipolar affective disorder, current episode  severe depression without psychotic symptoms",1,1, 
F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms","Bipolar affective disorder, current episode  severe depression without psychotic symptoms",1,0,severe depression without psychotic symptoms
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","Bipolar affective disorder, current episode  severe depression with psychotic symptoms",1,0,"Bipolar affective disorder, current episode "
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","Bipolar affective disorder, current episode  severe depression with psychotic symptoms",1,1, 
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms","Bipolar affective disorder, current episode  severe depression with psychotic symptoms",1,0,severe depression with psychotic symptoms
F31.6,"Bipolar affective disorder, current episode mixed","Bipolar affective disorder, current episode  mixed",1,0,"Bipolar affective disorder, current episode "
F31.6,"Bipolar affective disorder, current episode mixed","Bipolar affective disorder, current episode  mixed",1,1, 
F31.6,"Bipolar affective disorder, current episode mixed","Bipolar affective disorder, current episode  mixed",1,0,mixed
F32.9,"Depressive episode, unspecified","Depressive epsiode, unspecified",2,0,Depressive ep
F32.9,"Depressive episode, unspecified","Depressive epsiode, unspecified",2,-1,i
F32.9,"Depressive episode, unspecified","Depressive epsiode, unspecified",2,0,s
F32.9,"Depressive episode, unspecified","Depressive epsiode, unspecified",2,1,i
F32.9,"Depressive episode, unspecified","Depressive epsiode, unspecified",2,0,"ode, unspecified"
F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,0,"Recurrent depressive disorder, current ep"
F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,-1,i
F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,0,s
F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,1,i
F33.1,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,0,ode moderate
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,"Recurrent depressive disorder, current ep"
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,-1,i
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,s
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,1,i
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,ode severe without psychotic symptoms
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,"Recurrent depressive disorder, current ep"
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,-1,i
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,s
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,1,i
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,ode severe with psychotic symptoms
F33.9,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,0,Recurrent depressive disorder
F33.9,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,1,s
F33.9,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,0,", unspecified"
F38.8,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,0,Other specified mood 
F38.8,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,1, 
F38.8,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,0,[affective] disorders
F41.0,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,0,Panic disorder [episodic 
F41.0,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,1, 
F41.0,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,0,paroxysmal anxiety]
F42.2,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0,Mix
F42.2,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,-1,e
F42.2,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0,d
F42.2,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,1,e
F42.2,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0, obsessional thoughts and acts
F45.2,Hypochondriacal disorder,Hypchondriacal disorder,1,0,Hyp
F45.2,Hypochondriacal disorder,Hypchondriacal disorder,1,-1,o
F45.2,Hypochondriacal disorder,Hypchondriacal disorder,1,0,chondriacal disorder
F50.5,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,0,Vomiting associated with other psychological distur
F50.5,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,-1,b
F50.5,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,0,ances
F52.7,Excessive sexual drive,Excessive  sexual drive,1,0,Excessive 
F52.7,Excessive sexual drive,Excessive  sexual drive,1,1, 
F52.7,Excessive sexual drive,Excessive  sexual drive,1,0,sexual drive
F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,0,Severe mental and behavioural disorders associated with the 
F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,1, 
F53.1,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,0,"puerperium, not elsewhere classified"
F60.1,Schizoid personality disorder,Schizoid  personality disorder,1,0,Schizoid 
F60.1,Schizoid personality disorder,Schizoid  personality disorder,1,1, 
F60.1,Schizoid personality disorder,Schizoid  personality disorder,1,0,personality disorder
F64.9,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,Gender 
F64.9,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,1, 
F64.9,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,identity disorder
F64.9,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,1, 
F64.9,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,", unspecified"
F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,0,"Intentional production or feigning of symptoms or disabilities,"
F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,-1, 
F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,0,either physical or psychological [factitious disorder]
F80.0,Specific speech articulation disorder,Specified speech articulation disorder,2,0,Specifi
F80.0,Specific speech articulation disorder,Specified speech articulation disorder,2,-1,c
F80.0,Specific speech articulation disorder,Specified speech articulation disorder,2,1,ed
F80.0,Specific speech articulation disorder,Specified speech articulation disorder,2,0, speech articulation disorder
F80.9,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,0,Developmental disorder of speech and language
F80.9,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,-1,","
F80.9,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,0, unspecified
F84.2,Rett syndrome,Rett's syndrome,2,0,Rett
F84.2,Rett syndrome,Rett's syndrome,2,1,'s
F84.2,Rett syndrome,Rett's syndrome,2,0, syndrome
F84.5,Asperger syndrome,Asperger's syndrome,2,0,Asperger
F84.5,Asperger syndrome,Asperger's syndrome,2,1,'s
F84.5,Asperger syndrome,Asperger's syndrome,2,0, syndrome
F91.0,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,0,Conduct disorder
F91.0,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,1,s
F91.0,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,0, confined to the family context
F94.1,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,Reactive attachment disorder of ch
F94.1,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,-1,i
F94.1,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,l
F94.1,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,1,i
F94.1,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,dhood
F94.8,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,0,Other childhood 
F94.8,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,1, 
F94.8,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,0,disorders of social functioning
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,Ch
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,-1,i
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,l
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,1,i
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,dhood
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,1, 
F94.9,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0," disorder of social functioning, unspecified"
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,0,Unspecified 
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,1, 
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,0,behavioural and emotional disorders with onset usually occurring in childhood and adolescence
G03.1,Chronic meningitis,Chronic  meningitis,1,0,Chronic 
G03.1,Chronic meningitis,Chronic  meningitis,1,1, 
G03.1,Chronic meningitis,Chronic  meningitis,1,0,meningitis
G03.2,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,0,Benign recurrent 
G03.2,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,1, 
G03.2,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,0,meningitis [Mollaret]
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,0,"Encephalitis, myelitis "
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,1, 
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,0,and encephalomyelitis in other infectious and parasitic diseases classified elsewhere
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,0,"Encephalitis, myelitis and encephalomyelitis in other "
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,1, 
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,0,diseases classified elsewhere
G11.2,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,0,Late-onset ce
G11.2,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,-1,r
G11.2,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,1,l
G11.2,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,0,ebellar ataxia
G11.3,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,0,Ce
G11.3,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,-1,r
G11.3,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,1,l
G11.3,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,0,ebellar ataxia with defective DNA repair
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,0,"Infantile spinal muscular atrophy, type I ["
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,-1,W
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,1,w
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,0,erdnig-Hoffman]
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,Systemic atrophy primarily affecting central nervous system in myxoedema 
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1,(
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,1,[
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,E00.1
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1, +)
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,1,*
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,", "
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1,(
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,E03.-
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1," +, +)"
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,1,*]
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],Progressive supranuclear ophthalmoplegia [Steele Richardson-Olszewski],1,0,Progressive supranuclear ophthalmoplegia [Steele
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],Progressive supranuclear ophthalmoplegia [Steele Richardson-Olszewski],1,-1,-
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],Progressive supranuclear ophthalmoplegia [Steele Richardson-Olszewski],1,1, 
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],Progressive supranuclear ophthalmoplegia [Steele Richardson-Olszewski],1,0,Richardson-Olszewski]
G23.9,"Degenerative disease of basal ganglia, unspecified","Degenerative diseases of basal  ganglia, unspecified",2,0,Degenerative disease
G23.9,"Degenerative disease of basal ganglia, unspecified","Degenerative diseases of basal  ganglia, unspecified",2,1,s
G23.9,"Degenerative disease of basal ganglia, unspecified","Degenerative diseases of basal  ganglia, unspecified",2,0, of basal
G23.9,"Degenerative disease of basal ganglia, unspecified","Degenerative diseases of basal  ganglia, unspecified",2,1, 
G23.9,"Degenerative disease of basal ganglia, unspecified","Degenerative diseases of basal  ganglia, unspecified",2,0," ganglia, unspecified"
G25.9,"Extrapyramidal and movement disorder, unspecified","Extrapyramidal and  movement disorder, unspecified",1,0,Extrapyramidal and 
G25.9,"Extrapyramidal and movement disorder, unspecified","Extrapyramidal and  movement disorder, unspecified",1,1, 
G25.9,"Extrapyramidal and movement disorder, unspecified","Extrapyramidal and  movement disorder, unspecified",1,0,"movement disorder, unspecified"
G30.0,Alzheimer disease with early onset,Alzheimer's disease with early onset,2,0,Alzheimer
G30.0,Alzheimer disease with early onset,Alzheimer's disease with early onset,2,1,'s
G30.0,Alzheimer disease with early onset,Alzheimer's disease with early onset,2,0, disease with early onset
G30.1,Alzheimer disease with late onset,Alzheimer's disease with late onset,2,0,Alzheimer
G30.1,Alzheimer disease with late onset,Alzheimer's disease with late onset,2,1,'s
G30.1,Alzheimer disease with late onset,Alzheimer's disease with late onset,2,0, disease with late onset
G30.8,Other Alzheimer disease,Other Alzheimer's disease,2,0,Other Alzheimer
G30.8,Other Alzheimer disease,Other Alzheimer's disease,2,1,'s
G30.8,Other Alzheimer disease,Other Alzheimer's disease,2,0, disease
G30.9,"Alzheimer disease, unspecified","Alzheimer's disease,unspecified",3,0,Alzheimer
G30.9,"Alzheimer disease, unspecified","Alzheimer's disease,unspecified",3,1,'s
G30.9,"Alzheimer disease, unspecified","Alzheimer's disease,unspecified",3,0," disease,"
G30.9,"Alzheimer disease, unspecified","Alzheimer's disease,unspecified",3,-1, 
G30.9,"Alzheimer disease, unspecified","Alzheimer's disease,unspecified",3,0,unspecified
G37.2,Central pontine myelinolysis,Central pontine myelionolysis,1,0,Central pontine myeli
G37.2,Central pontine myelinolysis,Central pontine myelionolysis,1,1,o
G37.2,Central pontine myelinolysis,Central pontine myelionolysis,1,0,nolysis
G37.5,Concentric sclerosis [Bal?],Concentric sclerosis [Balo],1,0,Concentric sclerosis [Bal
G37.5,Concentric sclerosis [Bal?],Concentric sclerosis [Balo],1,-1,?
G37.5,Concentric sclerosis [Bal?],Concentric sclerosis [Balo],1,1,o
G37.5,Concentric sclerosis [Bal?],Concentric sclerosis [Balo],1,0,]
G37.8,Other specified demyelinating diseases of central nervous system,Other specified demyelinating disease of central nervous system,1,0,Other specified demyelinating disease
G37.8,Other specified demyelinating diseases of central nervous system,Other specified demyelinating disease of central nervous system,1,-1,s
G37.8,Other specified demyelinating diseases of central nervous system,Other specified demyelinating disease of central nervous system,1,0, of central nervous system
G40.4,Other generalized epilepsy and epileptic syndromes,Other generalized epilepsy and epileptic syndrome,1,0,Other generalized epilepsy and epileptic syndrome
G40.4,Other generalized epilepsy and epileptic syndromes,Other generalized epilepsy and epileptic syndrome,1,-1,s
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,0,"Grand mal seizures, unspecified (with o"
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,-1,r
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,1,f
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,0, without petit mal
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,1, 
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with of without petit mal )",2,0,)
G46.0,Middle cerebral artery syndrome (I66.0 +),Middle cerebral artery syndrome (I66.0),2,0,Middle cerebral artery syndrome (I66.0
G46.0,Middle cerebral artery syndrome (I66.0 +),Middle cerebral artery syndrome (I66.0),2,-1, +
G46.0,Middle cerebral artery syndrome (I66.0 +),Middle cerebral artery syndrome (I66.0),2,0,)
G46.1,Anterior cerebral artery syndrome (I66.1 +),Anterior cerebral artery syndrome (I66.1),2,0,Anterior cerebral artery syndrome (I66.1
G46.1,Anterior cerebral artery syndrome (I66.1 +),Anterior cerebral artery syndrome (I66.1),2,-1, +
G46.1,Anterior cerebral artery syndrome (I66.1 +),Anterior cerebral artery syndrome (I66.1),2,0,)
G46.2,Posterior cerebral artery syndrome (I66.2 +),Posterior cerebral artery syndrome (I66.2),2,0,Posterior cerebral artery syndrome (I66.2
G46.2,Posterior cerebral artery syndrome (I66.2 +),Posterior cerebral artery syndrome (I66.2),2,-1, +
G46.2,Posterior cerebral artery syndrome (I66.2 +),Posterior cerebral artery syndrome (I66.2),2,0,)
G46.3,Brain stem stroke syndrome (I60-I67 +),Brain stem stroke syndrome (I60-I67),2,0,Brain stem stroke syndrome (I60-I67
G46.3,Brain stem stroke syndrome (I60-I67 +),Brain stem stroke syndrome (I60-I67),2,-1, +
G46.3,Brain stem stroke syndrome (I60-I67 +),Brain stem stroke syndrome (I60-I67),2,0,)
G46.4,Cerebellar stroke syndrome (I60-I67 +),Cerebellar stroke syndrome (I60-I67),2,0,Cerebellar stroke syndrome (I60-I67
G46.4,Cerebellar stroke syndrome (I60-I67 +),Cerebellar stroke syndrome (I60-I67),2,-1, +
G46.4,Cerebellar stroke syndrome (I60-I67 +),Cerebellar stroke syndrome (I60-I67),2,0,)
G46.5,Pure motor lacunar syndrome (I60-I67 +),Pure motor lacunar syndrome (I60-I67),2,0,Pure motor lacunar syndrome (I60-I67
G46.5,Pure motor lacunar syndrome (I60-I67 +),Pure motor lacunar syndrome (I60-I67),2,-1, +
G46.5,Pure motor lacunar syndrome (I60-I67 +),Pure motor lacunar syndrome (I60-I67),2,0,)
G46.6,Pure sensory lacunar syndrome (I60-I67 +),Pure sensory lacunar syndrome (I60-I67),2,0,Pure sensory lacunar syndrome (I60-I67
G46.6,Pure sensory lacunar syndrome (I60-I67 +),Pure sensory lacunar syndrome (I60-I67),2,-1, +
G46.6,Pure sensory lacunar syndrome (I60-I67 +),Pure sensory lacunar syndrome (I60-I67),2,0,)
G46.7,Other lacunar syndromes (I60-I67 +),Other lacunar syndromes (I60-I67),2,0,Other lacunar syndromes (I60-I67
G46.7,Other lacunar syndromes (I60-I67 +),Other lacunar syndromes (I60-I67),2,-1, +
G46.7,Other lacunar syndromes (I60-I67 +),Other lacunar syndromes (I60-I67),2,0,)
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,0,Other vascular syndrome
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,-1,s
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,0, of brain in cerebrovascular diseases (
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,-1,I
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,1,l
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,0,60-
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,-1,I
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,1,l
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,0,67
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,-1, +
G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67 +),Other vascular syndrome of brain in cerebrovascular diseases (l60-l67),5,0,)
G50.8,Other disorders of trigeminal nerve,Other disorders fo trigeminal nerve,2,0,Other disorders 
G50.8,Other disorders of trigeminal nerve,Other disorders fo trigeminal nerve,2,-1,o
G50.8,Other disorders of trigeminal nerve,Other disorders fo trigeminal nerve,2,0,f
G50.8,Other disorders of trigeminal nerve,Other disorders fo trigeminal nerve,2,1,o
G50.8,Other disorders of trigeminal nerve,Other disorders fo trigeminal nerve,2,0, trigeminal nerve
G51.0,Bell palsy,Bell's palsy,2,0,Bell
G51.0,Bell palsy,Bell's palsy,2,1,'s
G51.0,Bell palsy,Bell's palsy,2,0, palsy
G51.2,Melkersson syndrome,Melkersson 's syndrome,3,0,Melkersson 
G51.2,Melkersson syndrome,Melkersson 's syndrome,3,1,'s 
G51.2,Melkersson syndrome,Melkersson 's syndrome,3,0,syndrome
G51.9,"Disorder of facial nerve, unspecified","Disorder fo facial nerve, unspecified",2,0,Disorder 
G51.9,"Disorder of facial nerve, unspecified","Disorder fo facial nerve, unspecified",2,-1,o
G51.9,"Disorder of facial nerve, unspecified","Disorder fo facial nerve, unspecified",2,0,f
G51.9,"Disorder of facial nerve, unspecified","Disorder fo facial nerve, unspecified",2,1,o
G51.9,"Disorder of facial nerve, unspecified","Disorder fo facial nerve, unspecified",2,0," facial nerve, unspecified"
G53.0,Postzoster neuralgia (B02.2 +),Postzoster neuralgia (B02.2),2,0,Postzoster neuralgia (B02.2
G53.0,Postzoster neuralgia (B02.2 +),Postzoster neuralgia (B02.2),2,-1, +
G53.0,Postzoster neuralgia (B02.2 +),Postzoster neuralgia (B02.2),2,0,)
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,0,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere 
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,-1,(
